TIPO_ENTIDAD,COD_ENTIDAD,RAZON_SOCIAL,DIRECCION,CIUDAD,NUMEROIDENTIFICACION,NOMBREPUBLICOCARGO,REPRESENTANTE_LEGAL,EMAILPRINCIPAL,URIPAGINAWEB
507,46,INSIGHTS INVESTMENTS LLC,Km 19 vía La Calera Sopó. Centro Comercial Potosí. Oficina 11.,BOGOTÁ D.C.,9016221052,Representante Legal Principal para Colombia,NATALIA GALLEGO FRANCO,Natalia.gallego@insightswm.com,Página web https://www.insightswm.com/
507,47,ASB BANK CORP,Pendiente,Pendiente,0,Representante Legal para Colombia,CAROLINA ANZOLA GARCÍA,Pendiente,Pendiente
507,48,DIRECT TRADING TECHNOLOGIES UK LIMITED - DTT,Calle 110 No. 9 - 25 Torre Empresarial  Pacific Of. 712,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,ANDRÉS FELIPE URUEÑA DAMINA,a.uruena@dttshares.com,Pendiente
507,49,NATIXIS INVESTMENT MANAGERS INTERNATIONAL,"Calle 98 # 10- 32, Edificio Pixel, Piso 3, Oficina 302 Chicó Norte",BOGOTÁ D.C.,9016885421,Representante Legal Principal para Colombia,SOPHIE ANNE BOZO DEL CAMPO,Colombia.regulatory@natixis.com,Pendiente
507,50,"LESTE USA, LLC",Carrera 13ª # 127ª-13 Apto 304,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,SEBASTIÁN MERIZALDE ANDRADE,Sebastian.merizalde@leste.com,Sebastian.merizalde@leste.com
507,52,SMARTADVISOR  LLC,Pendiente,Pendiente,0,Representante Legal para Colombia,FRANCISCO SOSA DEL VALLE,Pendiente,Pendiente
507,53,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Pendiente,Pendiente,0,Representante Legal Principal para Colombia,JEAN PIERRE SERANI TORO,Pendiente,Pendiente
507,55,AVA TRADE MARKETS LTD.,Pendiente,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,DAIRE FERGUSON,Pendiente,Pendiente
507,56,"DWS DISTRIBUTORS, INC.",Pendiente,Pendiente,0,Representante Legal para Colombia,STELLA VIGIL GONZÁLEZ,Pendiente,Pendiente
507,57,PARTNERS CAPITAL INVERSIONES AGENTE DE VALORES S.A.,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
508,3,RENTA 4 BANCO S.A.,Carrera 9 No. 78 - 15,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,ALEJANDRO VARELA SOBREIRA,registros@renta4global.com,Pendiente
509,2,"PROVEEDOR INTEGRAL DE PRECIOS COLOMBIA, PROVEEDOR DE PRECIOS PARA VALORACION S.A y podrá utilizar la sigla PIP COLOMBIA S.A. PPV",CR 9 NO 77-67 OF 902,BOGOTÁ D.C.,9003077112,Gerente General,DIANA CAROLINA ORTEGON ROMERO,agalindo@piplatam.co,www.piplatam.com
510,1,CORREDORES DAVIVIENDA PANAMÁ S.A.,Carrera 7 No. 71-52 Torre B Piso 16,BOGOTÁ D.C.,0,Representante Legal para Colombia,María Isabel Sierra Mora,mforero@corredores.colm,Pendiente
510,2,SCOTIA CAPITAL (USA) Inc.,Carrera 10 No. 97 A 13 Ofc 502,BOGOTÁ D.C.,0,Representante para Colombia,CLARA LUCÍA URIBE BERNATE,clara.uribe@legalcrc.com,Pendiente
510,3,SCOTIA CAPITAL (USA) Inc.,Carrera 10 No. 97 A 13 Ofc 502,BOGOTÁ D.C.,0,Representante para Colombia,CLARA LUCÍA URIBE BERNATE,clara.uribe@legalcrc.com,Pendiente
510,4,JP MORGAN ASSET MANAGEMENT (EUROPA) S.A.R.L,Pendiente,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,RAÚL RODRIGO ÁLVAREZ APARICIO,maria.jose.gnecco@jpmchase.com.,Pendiente
510,5,INVERSIONES SURA CORP.,"Carrera 43 A N° 3 - 101, piso 2",MEDELLIN,0,Representante Legal Principal para Colombia,MARÍA ISABEL GALEANO PINEDA,cco@inversionessura.com,Pendiente
600,1,"TITULARIZADORA COLOMBIANA S.A. HITOS y podrá distinguirse con las siglas o nombres abreviados TITULARIZADORA COLOMBIANA S.A., o TITULARIZADORA COLOMBIANA S.A. - HITOS","Calle 72 No. 7-64, Piso 4, oficina 401",BOGOTÁ D.C.,8300895306,Presidente,ANDRES LOZANO UMAÑA,notificacionestc@titularizadora.com,www.titularizadora.com
13,42,SOLUNION COLOMBIA SEGUROS DE CRÉDITO S.A. y podrá identificarse con la sigla SOLUNION S.A.,Carrera 7 Sur No. 42-70,MEDELLIN,8110191907,Gerente General,ALEJANDRO MIGUEL SANTAMARÍA CAICEDO,credisegur@suramericana.com.co,Pendiente
507,59,STEPSTONE GROUP LP,Pendiente,BOGOTÁ D.C.,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
27,42,AXA XL REINSURANCE LTD,Carrera 9 No. 115 30 Ofi 1903 Ed Tierra Firme,BOGOTÁ D.C.,9019138715,Pendiente,Pendiente Pendiente,alfredo.salcedo@axaxl.com,Pendiente
118,9,MASTERCARD COLOMBIA ADMINISTRADORA S.A.,"Carrera 11 No. 84 A- 09 Entrada Norte, Piso 8 Of. 801",BOGOTÁ D.C.,9010104580,Pesidente,MARCELA DE LAS MERCEDES CARRASCO HEILBRON,notificaciones_mcca@mastercard.com,Pendiente
93,47,FONDO MUTUO DE INVERSIÓN FUTURO,CARRERA 48 32BSUR 139,ENVIGADO,8001991320,Gerente,DAVID GÓMEZ ESCOBAR,fondo.futuro@grupo-exito.com,www.fondofuturo.com.co
13,9,ZURICH COLOMBIA SEGUROS S.A.,Calle 116 No.7 - 15 Of 1201 Ed. Cusezar,BOGOTÁ D.C.,8600025340,Presidente,JUAN CARLOS REALPHE GUEVARA,notificaciones.co@zurich.com,www.qbe.com.co
20,206,CAIXABANK S.A.,Carrera 15 No. 88 - 64 oficina 603 Torre Zimma,BOGOTÁ D.C.,9006502070,Representante para Colombia,Carlos  Morales Roviralta,carlos.morales@caixabank.com,Pendiente
11,102,THB COLOMBIA S.A. CORREDORES DE REASEGUROS,Carrera 9 No. 123 - 76/86 oficina 202 y 203,BOGOTÁ D.C.,8000678400,Presidente,LUIS IGNACIO TRUJILLO ECHEVERRI,luistrujillo@thbcolombia.com,Pendiente
401,56,BURSATILES GANADEROS DE COLOMBIA S.A. y podrá usar la sigla BURSAGAN S.A.,CR 9 50 54 P 2,BOGOTÁ D.C.,9001632530,Gerente,RODRIGO ANDRÉS ESPINOSA PALACIOS,rodrigo.espinosa@bursagan.com.co,www.bursagan.com.co
25,7,PENSIONES DE ANTIOQUIA,Carrera 51 No. 52 - 03 Edi Palacio de la Cultura Rafael Uribe,MEDELLIN,8002162780,Gerente,ÓSCAR DE JESÚS MARÍN,pensantioquia@pensionesantioquia.gov.co,www.pensionesantioquia.com.co
128,7,"STONEX GLOBAL PAYMENTS COLOMBIA S.A. SOCIEDAD ESPECIALIZADA EN DEPÓSITOS Y PAGOS ELECTRÓNICOS, pudiendo utilizar indistintamente y para todos los efectos legales la denominación  STONEX COLOMBIA S.A. SEDPE.",Av Carrera 9 No. 115-06/30 oficina 902,BOGOTÁ D.C.,9015678900,Presidente,Freddy Patiño Morales,stonexcolombia@stonex.com,Pendiente
1,6,"Itaú Colombia S.A., es una sociedad comercial anónima, de nacionalidad colombiana. Itaú Colombia S.A. podrá utilizar cualquiera de las siguientes siglas: Itaú Banco Itaú.",Carrera 7 No. 99-53 Piso 18,BOGOTÁ D.C.,8909039370,Presidente,BARUC SANTIAGO SAEZ,Notificaciones.juridico@itau.co,www.bancocorpbanca.com.co
5,60,"BNP PARIBAS SECURITIES SERVICES SOCIEDAD FIDUCIARIA S.A., y podrá utilizar las siglas BNP PARIBAS SECURITIES SERVICES COLOMBIA o BPSCO (la sociedad)",Carrera 7 No. 77-07 Piso 11,BOGOTÁ D.C.,9006356070,Presidente,JORGE MARIO VALDERRAMA VÉLEZ,co-bp2s@co.bnpparibas.com,Pendiente
93,109,"FONDO MUTUO DE INVERSIÓN FIA, en adelante Fondo FIA o el Fondo.",CALLE 15 NO. 29B-30 AUTOPISTA CALI YUMBO,YUMBO,8050103330,Gerente,ANDRES DARÍO QUICENO MAFLA,aqmafla@celsia.com,www.superfinanciera.gov.co
11,28,"DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS, pudiendo indistintamente utilizar el nombre DELIMA MARSH S.A., o MARSH",Calle 67 Norte No. 6N-85,CALI,8903015840,Presidente,JUAN PABLO  SALAZAR SANTAMARIA,notificacionesjudiciales@marsh.com,Pendiente
507,51,"TUDOR SECURITIES, LLC - TUDOR","Carrera 7 No. 74 B - 56, Oficina 502",BOGOTÁ D.C.,9018120690,Representante Legal para Colombia,JUAN CARLOS CARRERAS,tudorsecuritiesreplegal@malegal.co,Pendiente
2,42,BNP PARIBAS COLOMBIA CORPORACIÓN FINANCIERA S.A. y podrá utilizar la sigla BNP PARIBAS COLOMBIA  (la Sociedad),Carrera 7 No. 77 - 07 piso 11 Edificio Torre Siete 77,BOGOTÁ D.C.,9004085370,Presidente,JORGE MARIO VALDERRAMA VÉLEZ,michel.basciano@bnpparibas.com,cib.bnpparibas.com/websites/page.aspx/76
5,18,FIDUCIARIA POPULAR S.A.Sigla: FIDUCIAR S.A.,Carrera 13 A No. 29 - 24 Pisos 20 y 21,BOGOTÁ D.C.,8001412350,Presidente Encargado,ADRIANA RODRÍGUEZ LEÓN,fidupopular@fidupopular.com.co,www.fidupopular.com.co
509,1,PRECIA PROVEEDOR DE PRECIOS PARA VALORACION S.A.,CARRERA 7 NO. 71-21 PISO 4 OFICINA 403,BOGOTÁ D.C.,9004093630,Gerente,JUAN MANUEL QUINTERO BERNAL,jquintero@precia.co,www.precia.co
5,39,SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A. pudiendo utilizar la sigla FIDUAGRARIA S.A.,Calle 16 No.6-66 Piso 29 Edificio Avianca,BOGOTÁ D.C.,8001599980,Presidente,GUILLERMO JAVIER ZAPATA LONDOÑO,servicioalcliente@fiduagraria.gov.co,www.fiduagraria.gov.co
507,1,BULLTICK LLC,Carrera 12 No. 79 -43 oficina 504,BOGOTÁ D.C.,9003073220,Representante para Colombia,CARLOS DANIEL  RUIZ VEJARANO,cdruiz@bulltick.com,Pendiente
85,14,BTG PACTUAL S.A. COMISIONISTA DE BOLSA,CR 43 A 1 50 ANDI TO 2 P 10,MEDELLIN,8909071570,Gerente Principal (Presidente),Juliana Barrero Jaramillo,sh-legal-colombia@btgpactual.com,www.btgpactual.com.co
401,44,"RENTA Y CAMPO CORREDORES S.A., que podrá usar el nombre comercial REYCA CORREDORES S.A. y la sigla REYCA S.A.",CALLE 94A # 11A-73 PISO 2,BOGOTÁ D.C.,8020174590,Gerente,Justo Anibal Vásquez Durán,info@reycacorredores.com,www.reycacorredores.com
14,33,"Compañía de Seguros Colsanitas S.A. (en adelante, en estos estatutos la Sociedad),  que podrá utilizar, indistintamente y para todos los efectos legales las siglas: Colsanitas Seguros",Calle 100 No. 11 B-67,BOGOTÁ D.C.,9014695802,Presidente,MARIA DEL PILAR CAMARGO LINARES,impuestososi@colsanitas.com,Pendiente
118,8,"VISA COLOMBIA SUPPORT SERVICES SOCIEDAD ANONIMA, pero pdrá usar la sigla VISA COLOMBIA SUPPORT SERVICES S.A. (la Sociedad)","Carrera. 11 No. 91 - 42, Edificio FIC 9211",BOGOTÁ D.C.,9008785390,Representante Legal Principal,CLAUDIA MARGARITA LATORRE GONZALEZ,Pendiente,Pendiente
600,3,TITULARICE S.A. SOCIEDAD TITULARIZADORA DE ACTIVOS NO HIPOTECARIOS (en adelante la Sociedad),Calle 100 N° 13- 95 Piso 11,BOGOTÁ D.C.,9015981945,Presidente,JORGE ALBERTO LINARES ALARCÓN,rventura@titularice.com,Pendiente
81,1,CORPORACIÓN AUTORREGULADOR DEL MERCADO DE VALORES  DE COLOMBIA  AMV,CALLE 72 NO. 10-07 OFICINA 1202 EDIFICIO LIBERTY,BOGOTÁ D.C.,9000905293,Presidente,HERNÁN ALONSO ÁLZATE ARIAS,info@amvcolombia.org.co,www.amvcolombia.org.co
507,54,"WEST CAPITAL ADVISORS, INC",Calle  102 No. 16 - 27 Apto 203,BOGOTÁ D.C.,0,Representante Legal para Colombia,JORGE ALBERTO DURÁN CABAL,jd@57west.us,Pendiente
510,6,DAVIVIENDA INVESTMENT ADVISOR USA LLC,Pendiente,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,MARCELA DEL PILAR SÁNCHEZ ROJAS,Pendiente,Pendiente
85,76,AVAL CASA DE BOLSA S.A. SOCIEDAD COMISIONISTA DE BOLSA,Carrera 13 No.26 - 45 Oficina 502 Edificio de Corficolombiana,BOGOTÁ D.C.,8002031865,Presidente,SALIM JASSIR SILVA,servicioalcliente@casadebolsa.com.c,www.casadebolsa.com.co
108,1,BANCO DE LA REPÚBLICA,Carrera 7 No. 14-78 / Carrera 6 No. 14-85 / Calle 16 No. 6-34,BOGOTÁ D.C.,8600052167,Gerente General,LEONARDO VILLAR GÓMEZ,wbanco@banrep.gov.co,www.banrep.gov.co
507,61,SARDONA CAPITAL S.A.,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
