Region,Subregion,Country,Indicator,Year,Source,value
Africa,Eastern Africa,Malawi,Homicide rate,2008,NP,5.7
Africa,Eastern Africa,Mayotte,Homicide rate,2008,NP,2.5
Africa,Eastern Africa,Réunion,Homicide rate,2008,NP,2.2
Africa,Eastern Africa,Rwanda,Homicide count,2008,NSO,144
Africa,Eastern Africa,Seychelles,Homicide count,2008,NSO,6
Africa,Eastern Africa,Rwanda,Homicide rate,2008,NSO,1.5
Africa,Eastern Africa,Seychelles,Homicide rate,2008,NSO,6.6
Africa,Eastern Africa,Mozambique,Homicide count,2008,WHO,995
Africa,Eastern Africa,Zambia,Homicide count,2008,WHO,694
Africa,Eastern Africa,Mozambique,Homicide rate,2008,WHO,4.5
Africa,Eastern Africa,Zambia,Homicide rate,2008,WHO,5.4
Africa,Eastern Africa,Burundi,Homicide count,2009,CTS,376
Africa,Eastern Africa,Kenya,Homicide count,2009,CTS,1907
Africa,Eastern Africa,Mauritius,Homicide count,2009,CTS,38
Africa,Eastern Africa,Burundi,Homicide rate,2009,CTS,4.5
Africa,Eastern Africa,Kenya,Homicide rate,2009,CTS,4.7
Africa,Eastern Africa,Mauritius,Homicide rate,2009,CTS,3.1
Africa,Eastern Africa,Malawi,Homicide count,2009,NP,320
Africa,Eastern Africa,Mayotte,Homicide count,2009,NP,12
Africa,Eastern Africa,Réunion,Homicide count,2009,NP,15
Africa,Eastern Africa,Uganda,Homicide count,2009,NP,3233
Africa,Eastern Africa,Malawi,Homicide rate,2009,NP,2.3
Africa,Eastern Africa,Mayotte,Homicide rate,2009,NP,5.9
Africa,Eastern Africa,Réunion,Homicide rate,2009,NP,1.8
Africa,Eastern Africa,Uganda,Homicide rate,2009,NP,10.3
Africa,Eastern Africa,Seychelles,Homicide count,2009,NSO,14
Africa,Eastern Africa,Seychelles,Homicide rate,2009,NSO,15.4
Africa,Eastern Africa,Mozambique,Homicide count,2009,WHO,823
Africa,Eastern Africa,Zambia,Homicide count,2009,WHO,812
Africa,Eastern Africa,Mozambique,Homicide rate,2009,WHO,3.6
Africa,Eastern Africa,Zambia,Homicide rate,2009,WHO,6.1
Africa,Eastern Africa,Burundi,Homicide count,2010,CTS,347
Africa,Eastern Africa,Kenya,Homicide count,2010,CTS,1926
Africa,Eastern Africa,Mauritius,Homicide count,2010,CTS,33
Africa,Eastern Africa,Uganda,Homicide count,2010,CTS,3160
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2010,CTS,3888
Africa,Eastern Africa,Burundi,Homicide rate,2010,CTS,4
Africa,Eastern Africa,Kenya,Homicide rate,2010,CTS,4.6
Africa,Eastern Africa,Mauritius,Homicide rate,2010,CTS,2.6
Africa,Eastern Africa,Uganda,Homicide rate,2010,CTS,9.7
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2010,CTS,8.8
Africa,Eastern Africa,Malawi,Homicide count,2010,NP,520
Africa,Eastern Africa,Malawi,Homicide rate,2010,NP,3.6
Africa,Eastern Africa,Rwanda,Homicide count,2010,NSO,291
Africa,Eastern Africa,Seychelles,Homicide count,2010,NSO,9
Africa,Eastern Africa,Rwanda,Homicide rate,2010,NSO,2.9
Africa,Eastern Africa,Seychelles,Homicide rate,2010,NSO,9.9
Africa,Eastern Africa,Mozambique,Homicide count,2010,WHO,875
Africa,Eastern Africa,Zambia,Homicide count,2010,WHO,814
Africa,Eastern Africa,Zimbabwe,Homicide count,2010,WHO,711
Africa,Eastern Africa,Mozambique,Homicide rate,2010,WHO,3.7
Africa,Eastern Africa,Zambia,Homicide rate,2010,WHO,6
Africa,Eastern Africa,Zimbabwe,Homicide rate,2010,WHO,5.6
Africa,Eastern Africa,Burundi,Homicide count,2011,CTS,349
Africa,Eastern Africa,Kenya,Homicide count,2011,CTS,2271
Africa,Eastern Africa,Uganda,Homicide count,2011,CTS,3753
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2011,CTS,4149
Africa,Eastern Africa,Burundi,Homicide rate,2011,CTS,3.9
Africa,Eastern Africa,Kenya,Homicide rate,2011,CTS,5.3
Africa,Eastern Africa,Uganda,Homicide rate,2011,CTS,11.2
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2011,CTS,9.1
Africa,Eastern Africa,Malawi,Homicide count,2011,NP,343
Africa,Eastern Africa,Zambia,Homicide count,2011,NP,863
Africa,Eastern Africa,Malawi,Homicide rate,2011,NP,2.3
Africa,Eastern Africa,Zambia,Homicide rate,2011,NP,6.2
Africa,Eastern Africa,Mauritius,Homicide count,2011,NSO,32
Africa,Eastern Africa,Seychelles,Homicide count,2011,NSO,16
Africa,Eastern Africa,Mauritius,Homicide rate,2011,NSO,2.6
Africa,Eastern Africa,Seychelles,Homicide rate,2011,NSO,17.4
Africa,Eastern Africa,Mozambique,Homicide count,2011,SDG,849
Africa,Eastern Africa,Mozambique,Homicide rate,2011,SDG,3.5
Africa,Eastern Africa,Kenya,Homicide count,2012,CTS,2374
Africa,Eastern Africa,Uganda,Homicide count,2012,CTS,4066
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2012,CTS,4092
Africa,Eastern Africa,Kenya,Homicide rate,2012,CTS,5.4
Africa,Eastern Africa,Uganda,Homicide rate,2012,CTS,11.8
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2012,CTS,8.7
Africa,Eastern Africa,Ethiopia,Homicide count,2012,GOV Adjusted,8153
Africa,Eastern Africa,Ethiopia,Homicide rate,2012,GOV Adjusted,8.8
Africa,Eastern Africa,Malawi,Homicide count,2012,NP,279
Africa,Eastern Africa,South Sudan,Homicide count,2012,NP,1504
Africa,Eastern Africa,Zambia,Homicide count,2012,NP,885
Africa,Eastern Africa,Malawi,Homicide rate,2012,NP,1.8
Africa,Eastern Africa,South Sudan,Homicide rate,2012,NP,14.9
Africa,Eastern Africa,Zambia,Homicide rate,2012,NP,6.1
Africa,Eastern Africa,Mauritius,Homicide count,2012,NSO,28
Africa,Eastern Africa,Rwanda,Homicide count,2012,NSO,256
Africa,Eastern Africa,Seychelles,Homicide count,2012,NSO,4
Africa,Eastern Africa,Mauritius,Homicide rate,2012,NSO,2.2
Africa,Eastern Africa,Rwanda,Homicide rate,2012,NSO,2.4
Africa,Eastern Africa,Seychelles,Homicide rate,2012,NSO,4.3
Africa,Eastern Africa,Burundi,Homicide count,2012,SDG,500
Africa,Eastern Africa,Burundi,Homicide rate,2012,SDG,5.4
Africa,Eastern Africa,Zimbabwe,Homicide count,2012,WHO,981
Africa,Eastern Africa,Zimbabwe,Homicide rate,2012,WHO,7.5
Africa,Eastern Africa,Kenya,Homicide count,2013,CTS,2450
Africa,Eastern Africa,Uganda,Homicide count,2013,CTS,3857
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2013,CTS,3697
Africa,Eastern Africa,Kenya,Homicide rate,2013,CTS,5.4
Africa,Eastern Africa,Uganda,Homicide rate,2013,CTS,10.8
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2013,CTS,7.6
Africa,Eastern Africa,Zambia,Homicide count,2013,NP,867
Africa,Eastern Africa,Zambia,Homicide rate,2013,NP,5.8
Africa,Eastern Africa,Mauritius,Homicide count,2013,NSO,35
Africa,Eastern Africa,Rwanda,Homicide count,2013,NSO,359
Africa,Eastern Africa,Seychelles,Homicide count,2013,NSO,18
Africa,Eastern Africa,Mauritius,Homicide rate,2013,NSO,2.8
Africa,Eastern Africa,Rwanda,Homicide rate,2013,NSO,3.3
Africa,Eastern Africa,Seychelles,Homicide rate,2013,NSO,19.3
Africa,Eastern Africa,Burundi,Homicide count,2013,SDG,520
Africa,Eastern Africa,Burundi,Homicide rate,2013,SDG,5.5
Africa,Eastern Africa,Kenya,Homicide count,2014,CTS,2305
Africa,Eastern Africa,Uganda,Homicide count,2014,CTS,4473
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2014,CTS,3902
Africa,Eastern Africa,Kenya,Homicide rate,2014,CTS,4.9
Africa,Eastern Africa,Uganda,Homicide rate,2014,CTS,12.1
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2014,CTS,7.8
Africa,Eastern Africa,Zambia,Homicide count,2014,NP,825
Africa,Eastern Africa,Zambia,Homicide rate,2014,NP,5.4
Africa,Eastern Africa,Mauritius,Homicide count,2014,NSO,19
Africa,Eastern Africa,Rwanda,Homicide count,2014,NSO,428
Africa,Eastern Africa,Seychelles,Homicide count,2014,NSO,16
Africa,Eastern Africa,Mauritius,Homicide rate,2014,NSO,1.5
Africa,Eastern Africa,Rwanda,Homicide rate,2014,NSO,3.9
Africa,Eastern Africa,Seychelles,Homicide rate,2014,NSO,17
Africa,Eastern Africa,Burundi,Homicide count,2014,SDG,564
Africa,Eastern Africa,Burundi,Homicide rate,2014,SDG,5.7
Africa,Eastern Africa,Kenya,Homicide count,2015,CTS,2261
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2015,CTS,3746
Africa,Eastern Africa,Kenya,Homicide rate,2015,CTS,4.7
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2015,CTS,7.3
Africa,Eastern Africa,Zambia,Homicide count,2015,NP,853
Africa,Eastern Africa,Zambia,Homicide rate,2015,NP,5.4
Africa,Eastern Africa,Mauritius,Homicide count,2015,NSO,21
Africa,Eastern Africa,Rwanda,Homicide count,2015,NSO,293
Africa,Eastern Africa,Seychelles,Homicide count,2015,NSO,7
Africa,Eastern Africa,Mauritius,Homicide rate,2015,NSO,1.7
Africa,Eastern Africa,Rwanda,Homicide rate,2015,NSO,2.6
Africa,Eastern Africa,Seychelles,Homicide rate,2015,NSO,7.4
Africa,Eastern Africa,Burundi,Homicide count,2015,SDG,461
Africa,Eastern Africa,Burundi,Homicide rate,2015,SDG,4.5
Africa,Eastern Africa,Kenya,Homicide count,2016,CTS,2363
Africa,Eastern Africa,Uganda,Homicide count,2016,CTS,4482
Africa,Eastern Africa,Kenya,Homicide rate,2016,CTS,4.8
Africa,Eastern Africa,Uganda,Homicide rate,2016,CTS,11.3
Africa,Eastern Africa,Mauritius,Homicide count,2016,NSO,21
Africa,Eastern Africa,Seychelles,Homicide count,2016,NSO,12
Africa,Eastern Africa,United Republic of Tanzania,Homicide count,2016,NSO,3439
Africa,Eastern Africa,Mauritius,Homicide rate,2016,NSO,1.7
Africa,Eastern Africa,Seychelles,Homicide rate,2016,NSO,12.5
Africa,Eastern Africa,United Republic of Tanzania,Homicide rate,2016,NSO,6.5
Africa,Eastern Africa,Burundi,Homicide count,2016,SDG,635
Africa,Eastern Africa,Burundi,Homicide rate,2016,SDG,6.1
Africa,Eastern Africa,Kenya,Homicide count,2017,CTS,2466
Africa,Eastern Africa,Uganda,Homicide count,2017,CTS,4735
Africa,Eastern Africa,Kenya,Homicide rate,2017,CTS,4.9
Africa,Eastern Africa,Uganda,Homicide rate,2017,CTS,11.5
Africa,Eastern Africa,Mauritius,Homicide count,2017,NSO,33
Africa,Eastern Africa,Mauritius,Homicide rate,2017,NSO,2.6
Africa,Eastern Africa,Kenya,Homicide count,2018,CTS,2533
Africa,Eastern Africa,Kenya,Homicide rate,2018,CTS,4.9
Africa,Eastern Africa,Uganda,Homicide count,2018,NP,4497
Africa,Eastern Africa,Uganda,Homicide rate,2018,NP,10.5
Africa,Eastern Africa,Mauritius,Homicide count,2018,NSO,37
Africa,Eastern Africa,Mauritius,Homicide rate,2018,NSO,2.9
Africa,Middle Africa,Sao Tome and Principe,Homicide count,1990,UNSDC,8
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,1990,UNSDC,6.7
Africa,Middle Africa,Sao Tome and Principe,Homicide count,1991,UNSDC,7
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,1991,UNSDC,5.7
Africa,Middle Africa,Sao Tome and Principe,Homicide count,1992,UNSDC,12
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,1992,UNSDC,9.6
Africa,Middle Africa,Sao Tome and Principe,Homicide count,1993,UNSDC,8
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,1993,UNSDC,6.3
Africa,Middle Africa,Sao Tome and Principe,Homicide count,1994,UNSDC,8
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,1994,UNSDC,6.2
Africa,Middle Africa,Cameroon,Homicide count,2000,NSO,459
Africa,Middle Africa,Cameroon,Homicide rate,2000,NSO,3
Africa,Middle Africa,Cameroon,Homicide count,2001,NSO,755
Africa,Middle Africa,Cameroon,Homicide rate,2001,NSO,4.7
Africa,Middle Africa,Cameroon,Homicide count,2002,NSO,1031
Africa,Middle Africa,Cameroon,Homicide rate,2002,NSO,6.3
Africa,Middle Africa,Cameroon,Homicide count,2003,NSO,1002
Africa,Middle Africa,Cameroon,Homicide rate,2003,NSO,6
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2006,CTS,4
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2006,CTS,2.5
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2007,CTS,4
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2007,CTS,2.4
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2008,CTS,14
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2008,CTS,8.2
Africa,Middle Africa,Cameroon,Homicide count,2008,SDG,776
Africa,Middle Africa,Cameroon,Homicide rate,2008,SDG,4
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2009,CTS,5
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2009,CTS,2.8
Africa,Middle Africa,Cameroon,Homicide count,2009,SDG,1277
Africa,Middle Africa,Cameroon,Homicide rate,2009,SDG,6.5
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2010,CTS,6
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2010,CTS,3.3
Africa,Middle Africa,Cameroon,Homicide count,2010,SDG,999
Africa,Middle Africa,Cameroon,Homicide rate,2010,SDG,4.9
Africa,Middle Africa,Sao Tome and Principe,Homicide count,2011,CTS,6
Africa,Middle Africa,Sao Tome and Principe,Homicide rate,2011,CTS,3.3
Africa,Middle Africa,Cameroon,Homicide count,2011,SDG,835
Africa,Middle Africa,Cameroon,Homicide rate,2011,SDG,4
Africa,Middle Africa,Cameroon,Homicide count,2012,SDG,880
Africa,Middle Africa,Cameroon,Homicide rate,2012,SDG,4.1
Africa,Middle Africa,Cameroon,Homicide count,2014,CTS,212
Africa,Middle Africa,Cameroon,Homicide rate,2014,CTS,0.9
Africa,Middle Africa,Cameroon,Homicide count,2015,CTS,269
Africa,Middle Africa,Cameroon,Homicide rate,2015,CTS,1.2
Africa,Middle Africa,Cameroon,Homicide count,2016,CTS,276
Africa,Middle Africa,Central African Republic,Homicide count,2016,CTS,913
Africa,Middle Africa,Cameroon,Homicide rate,2016,CTS,1.2
Africa,Middle Africa,Central African Republic,Homicide rate,2016,CTS,20.1
Africa,Middle Africa,Cameroon,Homicide count,2017,CTS,341
Africa,Middle Africa,Cameroon,Homicide rate,2017,CTS,1.4
Africa,Northern Africa,Egypt,Homicide count,1990,UNSDC,269
Africa,Northern Africa,Morocco,Homicide count,1990,UNSDC,89
Africa,Northern Africa,Egypt,Homicide rate,1990,UNSDC,0.5
Africa,Northern Africa,Morocco,Homicide rate,1990,UNSDC,0.4
Africa,Northern Africa,Egypt,Homicide count,1991,UNSDC,288
Africa,Northern Africa,Morocco,Homicide count,1991,UNSDC,124
Africa,Northern Africa,Egypt,Homicide rate,1991,UNSDC,0.5
Africa,Northern Africa,Morocco,Homicide rate,1991,UNSDC,0.5
Africa,Northern Africa,Egypt,Homicide count,1992,UNSDC,276
Africa,Northern Africa,Morocco,Homicide count,1992,UNSDC,132
Africa,Northern Africa,Egypt,Homicide rate,1992,UNSDC,0.5
Africa,Northern Africa,Morocco,Homicide rate,1992,UNSDC,0.5
Africa,Northern Africa,Egypt,Homicide count,1993,UNSDC,244
Africa,Northern Africa,Morocco,Homicide count,1993,UNSDC,148
Africa,Northern Africa,Egypt,Homicide rate,1993,UNSDC,0.4
Africa,Northern Africa,Morocco,Homicide rate,1993,UNSDC,0.6
Africa,Northern Africa,Egypt,Homicide count,1994,UNSDC,231
Africa,Northern Africa,Morocco,Homicide count,1994,UNSDC,184
Africa,Northern Africa,Egypt,Homicide rate,1994,UNSDC,0.4
Africa,Northern Africa,Morocco,Homicide rate,1994,UNSDC,0.7
Africa,Northern Africa,Morocco,Homicide count,1997,UNSDC,732
Africa,Northern Africa,Morocco,Homicide rate,1997,UNSDC,2.6
Africa,Northern Africa,Morocco,Homicide count,1998,UNSDC,556
Africa,Northern Africa,Morocco,Homicide rate,1998,UNSDC,2
Africa,Northern Africa,Morocco,Homicide count,1999,UNSDC,540
Africa,Northern Africa,Morocco,Homicide rate,1999,UNSDC,1.9
Africa,Northern Africa,Morocco,Homicide count,2000,UNSDC,461
Africa,Northern Africa,Morocco,Homicide rate,2000,UNSDC,1.6
Africa,Northern Africa,Morocco,Homicide count,2001,UNSDC,543
Africa,Northern Africa,Morocco,Homicide rate,2001,UNSDC,1.9
Africa,Northern Africa,Morocco,Homicide count,2002,UNSDC,462
Africa,Northern Africa,Morocco,Homicide rate,2002,UNSDC,1.6
Africa,Northern Africa,Egypt,Homicide count,2003,CTS,471
Africa,Northern Africa,Egypt,Homicide rate,2003,CTS,0.6
Africa,Northern Africa,Morocco,Homicide count,2003,UNSDC,510
Africa,Northern Africa,Morocco,Homicide rate,2003,UNSDC,1.7
Africa,Northern Africa,Egypt,Homicide count,2004,CTS,322
Africa,Northern Africa,Egypt,Homicide rate,2004,CTS,0.4
Africa,Northern Africa,Morocco,Homicide count,2004,UNSDC,470
Africa,Northern Africa,Morocco,Homicide rate,2004,UNSDC,1.6
Africa,Northern Africa,Tunisia,Homicide count,2004,WHO,195
Africa,Northern Africa,Tunisia,Homicide rate,2004,WHO,1.9
Africa,Northern Africa,Egypt,Homicide count,2005,CTS,522
Africa,Northern Africa,Egypt,Homicide rate,2005,CTS,0.7
Africa,Northern Africa,Morocco,Homicide count,2005,UNSDC,469
Africa,Northern Africa,Morocco,Homicide rate,2005,UNSDC,1.5
Africa,Northern Africa,Tunisia,Homicide count,2005,WHO,260
Africa,Northern Africa,Tunisia,Homicide rate,2005,WHO,2.6
Africa,Northern Africa,Egypt,Homicide count,2006,CTS,549
Africa,Northern Africa,Egypt,Homicide rate,2006,CTS,0.7
Africa,Northern Africa,Morocco,Homicide count,2006,UNSDC,498
Africa,Northern Africa,Morocco,Homicide rate,2006,UNSDC,1.6
Africa,Northern Africa,Tunisia,Homicide count,2006,WHO,249
Africa,Northern Africa,Tunisia,Homicide rate,2006,WHO,2.4
Africa,Northern Africa,Egypt,Homicide count,2007,CTS,680
Africa,Northern Africa,Sudan,Homicide count,2007,CTS,1511
Africa,Northern Africa,Egypt,Homicide rate,2007,CTS,0.9
Africa,Northern Africa,Sudan,Homicide rate,2007,CTS,4.7
Africa,Northern Africa,Morocco,Homicide count,2007,UNSDC,517
Africa,Northern Africa,Morocco,Homicide rate,2007,UNSDC,1.7
Africa,Northern Africa,Tunisia,Homicide count,2007,WHO,273
Africa,Northern Africa,Tunisia,Homicide rate,2007,WHO,2.6
Africa,Northern Africa,Egypt,Homicide count,2008,CTS,967
Africa,Northern Africa,Sudan,Homicide count,2008,CTS,1702
Africa,Northern Africa,Egypt,Homicide rate,2008,CTS,1.2
Africa,Northern Africa,Sudan,Homicide rate,2008,CTS,5.1
Africa,Northern Africa,Morocco,Homicide count,2008,UNSDC,426
Africa,Northern Africa,Morocco,Homicide rate,2008,UNSDC,1.4
Africa,Northern Africa,Tunisia,Homicide count,2008,WHO,280
Africa,Northern Africa,Tunisia,Homicide rate,2008,WHO,2.7
Africa,Northern Africa,Egypt,Homicide count,2009,CTS,912
Africa,Northern Africa,Egypt,Homicide rate,2009,CTS,1.1
Africa,Northern Africa,Morocco,Homicide count,2009,UNSDC,432
Africa,Northern Africa,Morocco,Homicide rate,2009,UNSDC,1.4
Africa,Northern Africa,Tunisia,Homicide count,2009,WHO,255
Africa,Northern Africa,Tunisia,Homicide rate,2009,WHO,2.4
Africa,Northern Africa,Egypt,Homicide count,2010,CTS,1839
Africa,Northern Africa,Egypt,Homicide rate,2010,CTS,2.2
Africa,Northern Africa,Morocco,Homicide count,2010,UNSDC,451
Africa,Northern Africa,Morocco,Homicide rate,2010,UNSDC,1.4
Africa,Northern Africa,Tunisia,Homicide count,2010,WHO,286
Africa,Northern Africa,Tunisia,Homicide rate,2010,WHO,2.7
Africa,Northern Africa,Egypt,Homicide count,2011,CTS,2703
Africa,Northern Africa,Egypt,Homicide rate,2011,CTS,3.2
Africa,Northern Africa,Morocco,Homicide count,2011,UNSDC,441
Africa,Northern Africa,Morocco,Homicide rate,2011,UNSDC,1.3
Africa,Northern Africa,Egypt,Homicide count,2012,CTS,2207
Africa,Northern Africa,Morocco,Homicide count,2012,CTS,383
Africa,Northern Africa,Egypt,Homicide rate,2012,CTS,2.6
Africa,Northern Africa,Morocco,Homicide rate,2012,CTS,1.2
Africa,Northern Africa,Tunisia,Homicide count,2012,WHO,332
Africa,Northern Africa,Tunisia,Homicide rate,2012,WHO,3.1
Africa,Northern Africa,Morocco,Homicide count,2013,CTS,429
Africa,Northern Africa,Morocco,Homicide rate,2013,CTS,1.3
Africa,Northern Africa,Morocco,Homicide count,2014,UNSDC,355
Africa,Northern Africa,Morocco,Homicide rate,2014,UNSDC,1
Africa,Northern Africa,Morocco,Homicide count,2015,CTS,431
Africa,Northern Africa,Morocco,Homicide rate,2015,CTS,1.2
Africa,Northern Africa,Morocco,Homicide count,2016,CTS,594
Africa,Northern Africa,Morocco,Homicide rate,2016,CTS,1.7
Africa,Northern Africa,Morocco,Homicide count,2017,CTS,761
Africa,Northern Africa,Morocco,Homicide rate,2017,CTS,2.1
Africa,Northern Africa,Morocco,Homicide count,2018,CTS,510
Africa,Northern Africa,Morocco,Homicide rate,2018,CTS,1.4
Africa,Southern Africa,Eswatini,Homicide count,1990,UNSDC,163
Africa,Southern Africa,Lesotho,Homicide count,1990,UNSDC,519
Africa,Southern Africa,Eswatini,Homicide rate,1990,UNSDC,19.8
Africa,Southern Africa,Lesotho,Homicide rate,1990,UNSDC,30.5
Africa,Southern Africa,Eswatini,Homicide count,1991,UNSDC,170
Africa,Southern Africa,Lesotho,Homicide count,1991,UNSDC,549
Africa,Southern Africa,Eswatini,Homicide rate,1991,UNSDC,20.1
Africa,Southern Africa,Lesotho,Homicide rate,1991,UNSDC,31.5
Africa,Southern Africa,Eswatini,Homicide count,1992,UNSDC,174
Africa,Southern Africa,Lesotho,Homicide count,1992,UNSDC,640
Africa,Southern Africa,Eswatini,Homicide rate,1992,UNSDC,20.1
Africa,Southern Africa,Lesotho,Homicide rate,1992,UNSDC,35.9
Africa,Southern Africa,Eswatini,Homicide count,1993,UNSDC,174
Africa,Southern Africa,Lesotho,Homicide count,1993,UNSDC,665
Africa,Southern Africa,Eswatini,Homicide rate,1993,UNSDC,19.6
Africa,Southern Africa,Lesotho,Homicide rate,1993,UNSDC,36.5
Africa,Southern Africa,South Africa,Homicide count,1994,NP,25965
Africa,Southern Africa,South Africa,Homicide rate,1994,NP,64
Africa,Southern Africa,Eswatini,Homicide count,1994,UNSDC,152
