download,Country,Icons,Population Type,Question Number,Region,Sub-region,Year,Count,Number of Records,Rate,Refpopulation
,Turkmenistan,,Total population,3.5.2,Asia,Central Asia,2006,1431,1,29.749814661,4810.114
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2006,192555,1,393.930497776,48880.45
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2006,9985,1,11.360962527,87888.68
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2006,19073,1,433.248438779,4402.324
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2006,63649,1,96.712571799,65812.54
,Qatar,,Total population,3.5.2,Asia,Western Asia,2006,1043,1,101.984542937,1022.704
,Turkey,,Total population,3.5.2,Asia,Western Asia,2006,171772,1,249.825435473,68756.81
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2007,3734,1,52.869546306,7062.667
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2007,212342,1,433.043382854,49034.81
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2007,8281,1,9.262295779,89405.48
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2007,18068,1,394.615942895,4578.629
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2007,62000,1,93.680976385,66182.06
,Syrian Arab Republic,,Total population,3.5.2,Asia,Western Asia,2007,4766,1,23.975941556,19878.26
,Turkey,,Total population,3.5.2,Asia,Western Asia,2007,149763,1,215.232851670,69581.85
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2008,3233,1,44.840971971,7209.924
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2008,223207,1,453.834558092,49182.46
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2008,8273,1,9.101012882,90901.97
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2008,18360,1,384.437404336,4775.81
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2008,57452,1,86.353755799,66530.98
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2008,13211,1,66.107952470,19983.98
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2008,6206,1,24.982357554,24841.530614406
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2008,2770,1,71.823210150,3856.692
,Syrian Arab Republic,,Total population,3.5.2,Asia,Western Asia,2008,6509,1,31.499164733,20664.04
,Turkey,,Total population,3.5.2,Asia,Western Asia,2008,117013,1,166.167721856,70418.61
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2009,3465,1,47.048427428,7364.752
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2009,256418,1,519.617528363,49347.45
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2009,101442,1,109.768892559,92414.16
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2009,18998,1,382.514123304,4966.614
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2009,50412,1,75.391640369,66866.83
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2009,11745,1,58.364569600,20123.51
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2009,6494,1,25.437537700,25529.200493625
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2009,2847,1,71.936011061,3957.684
,Turkey,,Total population,3.5.2,Asia,Western Asia,2009,144374,1,202.427293571,71321.41
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2010,3559,1,47.280620379,7527.397
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2010,269410,1,543.761267389,49545.64
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2010,72947,1,77.630626483,93966.78
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2010,18274,1,356.137099336,5131.17
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2010,54330,1,80.854194127,67195.03
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2010,12681,1,62.585937832,20261.74
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2010,8169,1,31.068259624,26293.716155371
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2010,2743,1,67.634341577,4055.632
,Turkey,,Total population,3.5.2,Asia,Western Asia,2010,179586,1,248.297350685,72326.99
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2011,3669,1,47.664782897,7697.507
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2011,281359,1,565.135082749,49786.15
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2011,56349,1,58.960940169,95570.05
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2011,17251,1,327.738979110,5263.64
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2011,45030,1,66.692950868,67518.38
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2011,11835,1,58.018971983,20398.5
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2011,9917,1,36.533183542,27145.184291541
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2011,2297,1,55.354012648,4149.654
,Turkey,,Total population,3.5.2,Asia,Western Asia,2011,182401,1,248.356384011,73443.25
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2012,290055,1,579.407294833,50060.64
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2012,43606,1,44.856306752,97212.64
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2012,17462,1,325.209066297,5369.469
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2012,45183,1,66.606256238,67835.97
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2012,11704,1,57.002035787,20532.6
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2012,10858,1,38.676991497,28073.538245174
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2012,1946,1,45.879216479,4241.572
,Turkey,,Total population,3.5.2,Asia,Western Asia,2012,208913,1,279.852728126,74651.05
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2012,14984,1,163.910073490,9141.598
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2013,288343,1,572.725943735,50345.72
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2013,124168,1,125.585153102,98871.56
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2013,16528,1,303.058529462,5453.732
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2013,43654,1,64.060910547,68144.52
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2013,11449,1,55.408083511,20663.05
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2013,10655,1,36.674482006,29052.898411274
,Turkey,,Total population,3.5.2,Asia,Western Asia,2013,234474,1,308.821350417,75925.45
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2013,2385,1,25.929809257,9197.908
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2014,266222,1,526.048304711,50607.9
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2014,112857,1,112.280886770,100513.1
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2014,16182,1,292.853590578,5525.628
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2014,39898,1,58.297382696,68438.75
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2014,10980,1,52.817638205,20788.51
,Iraq (Central Iraq),,Total population,3.5.2,Asia,Western Asia,2014,10456,1,34.799923139,30046.043372569
,Turkey,,Total population,3.5.2,Asia,Western Asia,2014,214204,1,277.361197039,77229.26
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2014,6541,1,70.988395931,9214.182
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2015,245853,1,483.742724026,50823.09
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2015,82751,1,81.038494534,102113.2
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2015,15207,1,271.935106094,5592.143
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2015,39371,1,57.296478241,68714.52
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2015,6425,1,30.729834772,20908.02
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2015,6211,1,67.052463938,9262.896
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2016,203037,1,398.240997814,50983.45
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2016,49634,1,47.879780598,103663.8
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2016,13665,1,241.703331933,5653.625
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2016,33042,1,47.906876062,68971.31
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2016,6163,1,29.318049700,21021.18
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2016,4803,1,51.308757902,9360.975
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2017,183757,1,359.628005177,51096.41
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2017,34435,1,32.741324048,105172.9
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2017,13024,1,228.169309196,5708.042
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2017,6143,1,29.075119640,21128.03
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2017,4509,1,47.527164478,9487.206
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2018,176809,1,345.521059492,51171.7
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2018,25949,1,24.330669827,106651.4
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2018,11770,1,204.428899125,5757.503
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2018,5996,1,28.244701999,21228.76
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2018,2339,1,48.098099560,4862.978
,Syrian Arab Republic,,Total population,3.5.2,Asia,Western Asia,2018,3252,1,19.191433964,16945.06
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2018,4633,1,48.105247179,9630.966
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2003,281852,1,733.191092409,38441.82
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2003,14985,1,359.070428124,4173.276
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2003,58472,1,269.203145430,21720.4
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2003,28991,1,536.885880407,5399.844
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2003,264904,1,556.726154974,47582.46
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2003,389088,1,4346.653091196,8951.439
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2003,2250787,1,4257.754699022,52863.238
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2003,30831,1,1808.350401543,1704.924
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2003,152123,1,3001.341619809,5068.5
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2003,103067,1,988.215283218,10429.61
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2003,25673,1,1291.492588745,1987.855
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2003,169,1,494.556947208,34.172
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2003,153000,1,2105.013192104,7268.363
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2004,287936,1,749.842120546,38399.55
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2004,12378,1,296.979674959,4167.962
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2004,48065,1,222.751158709,21577.89
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2004,1280211,1,888.538082157,144080.6
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2004,37818,1,700.414529536,5399.374
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2004,233736,1,495.019959765,47217.49
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2004,384749,1,4279.433318136,8990.653
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2004,1824996,1,3433.540120073,53152.022
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2004,27783,1,1620.905438723,1714.042
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2004,150005,1,2950.356981295,5084.3
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2004,102081,1,974.899077732,10470.93
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2004,28969,1,1455.563338033,1990.226
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2004,143,1,415.166647312,34.444
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2004,165777,1,2263.560306991,7323.728
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2005,278852,1,726.764551346,38368.96
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2005,11506,1,276.633353337,4159.296
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2005,43191,1,201.664169463,21417.29
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2005,1572996,1,1094.851401212,143672.1
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2005,18894,1,349.956158239,5398.962
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2005,186659,1,398.071859756,46890.78
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2005,444825,1,4921.377992476,9038.627
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2005,1804831,1,3368.771712763,53575.343
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2005,25851,1,1496.238134017,1727.733
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2005,139132,1,2722.633165042,5110.2
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2005,91818,1,873.750653043,10508.49
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2005,16765,1,182.350792674,9193.818
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2005,29489,1,1478.160922997,1994.979
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2005,175,1,504.061293853,34.718
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2005,142420,1,1928.029091823,7386.818
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2006,250180,1,652.284154772,38354.45
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2006,9419,1,227.168361687,4146.264
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2006,41624,1,196.022380760,21234.31
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2006,1676983,1,1169.417300718,143403.3
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2006,32711,1,605.908043345,5398.674
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2006,132159,1,283.557975772,46607.4
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2006,415427,1,4567.054045824,9096.17
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2006,1752433,1,3248.202521502,53950.854
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2006,25085,1,1439.092015262,1743.113
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2006,122473,1,2385.992596922,5133
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2006,87915,1,833.883469729,10542.84
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2006,16588,1,181.370629701,9145.913
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2006,32719,1,1633.967180826,2002.427
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2006,235,1,671.908506076,34.975
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2006,131990,1,1769.786674937,7457.961
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2007,219820,1,573.144346751,38353.34
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2007,9724,1,235.440587933,4130.129
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2007,44370,1,210.942179878,21034.2
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2007,1566970,1,1093.747164370,143266.2
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2007,32383,1,599.830366350,5398.693
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2007,114665,1,247.302192215,46366.35
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2007,408774,1,4461.165907322,9162.941
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2007,1607601,1,2955.833955046,54387.392
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2007,22866,1,1297.963367984,1761.683
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2007,115426,1,2232.611218569,5170
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2007,1062,1,1284.439176604,82.682
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2007,88474,1,836.779956777,10573.15
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2007,16947,1,186.206439620,9101.189
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2007,29356,1,1458.952909556,2012.128
,Spain,,Total population,3.5.2,Europe,Southern Europe,2007,137861,1,303.464279590,45429.07
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2007,185,1,525.314478803,35.217
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2007,120775,1,1602.430998280,7536.986
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2008,196745,1,512.933955109,38356.79
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2008,9642,1,234.433923041,4112.886
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2008,39519,1,189.725927434,20829.52
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2008,1326342,1,925.900949956,143248.8
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2008,29608,1,548.361084143,5399.362
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2008,110954,1,240.375001814,46158.71
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2008,391729,1,4241.128582863,9236.433
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2008,1592758,1,2904.281630846,54841.72
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2008,24380,1,1370.315745928,1779.152
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2008,117033,1,2249.380153376,5202.9
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2008,977,1,1165.036966373,83.86
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2008,15003,1,858.786491128,1747
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2008,126956,1,1198.228272698,10595.31
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2008,15780,1,174.170166902,9060.105
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2008,28183,1,1393.095273520,2023.049
,Spain,,Total population,3.5.2,Europe,Southern Europe,2008,145329,1,315.460720605,46068.81
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2008,162,1,456.736868815,35.469
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2008,120817,1,1584.937134863,7622.826
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2009,190923,1,497.818622901,38351.92
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2009,9136,1,222.964406476,4097.515
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2009,46431,1,224.978304573,20637.99
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2009,1188574,1,829.274895362,143326.9
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2009,27770,1,514.149859595,5401.149
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2009,175876,1,382.580821710,45970.94
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2009,385519,1,4139.541301298,9313.085
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2009,1474291,1,2669.112423546,55235.253
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2009,25672,1,1431.524429651,1793.333
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2009,106587,1,2037.252241060,5231.9
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2009,1004,1,1188.714317851,84.461
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2009,13382,1,613.660105123,2180.686
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2009,121199,1,1142.947943573,10604.07
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2009,14538,1,161.115257143,9023.354
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2009,27980,1,1375.745092823,2033.807
,Spain,,Total population,3.5.2,Europe,Southern Europe,2009,139750,1,299.998475857,46583.57
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2009,194,1,543.067491532,35.723
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2009,125068,1,1621.332498131,7713.902
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2010,203916,1,532.004097075,38329.78
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2010,13646,1,333.962296474,4086.09
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2010,48828,1,238.512768258,20471.86
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2010,1108369,1,772.494011331,143479.3
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2010,24464,1,452.677158696,5404.293
,Ukraine,,Total population,3.5.2,Europe,Eastern Europe,2010,254755,1,556.329706724,45792.09
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2010,367965,1,3918.624576778,9390.157
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2010,1478601,1,2654.941050060,55692.423
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2010,23579,1,1306.436662007,1804.833
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2010,107894,1,2050.359165368,5262.2
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2010,1117,1,1322.613493736,84.454
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2010,15234,1,689.912218928,2208.107
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2010,115374,1,1088.838681548,10596.06
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2010,15912,1,176.971898704,8991.258
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2010,28911,1,1414.892117596,2043.336
,Spain,,Total population,3.5.2,Europe,Southern Europe,2010,144618,1,308.150197492,46931.01
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2010,174,1,483.387043005,35.996
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2010,161278,1,2065.369869455,7808.674
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2011,230247,1,601.374049869,38286.82
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2011,15060,1,369.193023968,4079.167
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2011,47322,1,232.692390907,20336.72
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2011,1038566,1,722.716992686,143703
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2011,22505,1,416.071046928,5408.932
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2011,380558,1,4019.962595222,9466.705
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2011,1481675,1,2637.796951437,56170.927
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2011,24480,1,1349.267327999,1814.318
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2011,108956,1,2055.812373818,5299.9
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2011,1063,1,1269.284042604,83.748
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2011,17141,1,955.366797088,1794.18
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2011,117898,1,1115.466455491,10569.39
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2011,17529,1,195.554076018,8963.761
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2011,30677,1,1495.506703626,2051.278
,Spain,,Total population,3.5.2,Europe,Southern Europe,2011,155122,1,329.456310647,47084.24
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2011,184,1,506.901016557,36.299
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2011,189520,1,2396.867176224,7906.988
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2012,230751,1,603.633083711,38227.03
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2012,14294,1,350.703812058,4075.804
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2012,56732,1,280.470073618,20227.47
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2012,992238,1,689.083357003,143993.9
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2012,20837,1,384.809010112,5414.894
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2012,379494,1,3976.750261479,9542.817
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2012,1361329,1,2406.544175771,56567.796
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2012,23824,1,1306.402490851,1823.634
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2012,94551,1,1779.415085818,5313.6
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2012,1007,1,1221.687068558,82.427
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2012,16292,1,897.331249181,1815.606
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2012,118171,1,1122.625117444,10526.31
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2012,17900,1,200.221115699,8940.116
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2012,33905,1,1647.612577545,2057.826
,Spain,,Total population,3.5.2,Europe,Southern Europe,2012,165297,1,351.224506014,47063.06
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2012,197,1,538.030861669,36.615
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2012,200647,1,2505.580040774,8008.006
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2013,212143,1,555.958849039,38158.04
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2013,15378,1,377.412669020,4074.585
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2013,57557,1,285.886996232,20132.78
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2013,801911,1,555.626691056,144325.5
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2013,20708,1,381.945142511,5421.721
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2013,410762,1,4270.756047817,9618.016
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2013,1326649,1,2329.570248796,56948.229
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2013,27289,1,1491.426307232,1829.725
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2013,101870,1,1912.082136757,5327.7
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2013,1001,1,1239.321530271,80.77
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2013,16962,1,931.655014113,1820.631
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2013,109701,1,1047.462909457,10473.02
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2013,30882,1,346.253772330,8918.892
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2013,34942,1,1693.648454768,2063.12
,Spain,,Total population,3.5.2,Europe,Southern Europe,2013,163464,1,348.310428921,46930.55
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2013,233,1,630.752571738,36.94
